"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr5"	114054549	114055353	805	"*"	"MACS2_peak_6736"	14	"."	3.44564	4.59108	1.43105	"Distal Intergenic"	5	114360945	114496500	135556	1	"3781"	"uc003kqo.5"	-305592	"ENSG00000080709"	"KCNN2"	"potassium calcium-activated channel subfamily N member 2"
"chr5"	114056363	114056921	559	"*"	"MACS2_peak_6737"	16	"."	3.42948	4.99082	1.67584	"Exon (uc063gcf.1/uc063gcf.1, exon 1 of 2)"	5	114360945	114496500	135556	1	"3781"	"uc003kqo.5"	-304024	"ENSG00000080709"	"KCNN2"	"potassium calcium-activated channel subfamily N member 2"
"chr5"	115180978	115182455	1478	"*"	"MACS2_peak_6738"	14	"."	3.40969	4.63653	1.46681	"Promoter (<=1kb)"	5	115177123	115180546	3424	2	"55521"	"uc003kqv.4"	-432	"ENSG00000152503"	"TRIM36"	"tripartite motif containing 36"
"chr5"	115814198	115814582	385	"*"	"MACS2_peak_6739"	31	"."	4.52956	6.91571	3.18609	"Promoter (<=1kb)"	5	115813182	115814481	1300	2	"1036"	"uc063gdp.1"	0	"ENSG00000129596"	"CDO1"	"cysteine dioxygenase type 1"
"chr5"	115961084	115961670	587	"*"	"MACS2_peak_6740"	25	"."	3.91844	6.09054	2.5469	"Promoter (<=1kb)"	5	115962454	116026416	63963	1	"206338"	"uc063gek.1"	-784	"ENSG00000172901"	"LVRN"	"laeverin"
"chr5"	123156381	123157153	773	"*"	"MACS2_peak_6749"	11	"."	3.32253	4.12788	1.11643	"Intron (uc003kti.4/93166, intron 4 of 7)"	5	123173401	123180319	6919	1	"93166"	"uc063glm.1"	-16248	"ENSG00000061455"	"PRDM6"	"PR/SET domain 6"
"chr5"	124735711	124735910	200	"*"	"MACS2_peak_6754"	31	"."	4.37103	6.95545	3.11138	"Intron (uc063gmh.1/57507, intron 1 of 8)"	5	124643511	124744367	100857	2	"57507"	"uc063gmk.1"	8457	"ENSG00000168916"	"ZNF608"	"zinc finger protein 608"
"chr5"	133610151	133610734	584	"*"	"MACS2_peak_6770"	15	"."	3.19452	4.70887	1.55052	"Promoter (1-2kb)"	5	133196455	133612564	416110	2	"23105"	"uc003kyn.2"	1830	"ENSG00000053108"	"FSTL4"	"follistatin like 4"
"chr5"	135041255	135042445	1191	"*"	"MACS2_peak_6773"	11	"."	2.74814	3.892	1.13159	"Promoter (1-2kb)"	5	135038831	135040047	1217	2	"101927953"	"uc032vlr.2"	-1208	"ENSG00000249082"	"C5orf66-AS1"	"C5orf66 antisense RNA 1"
"chr5"	146333167	146334983	1817	"*"	"MACS2_peak_6804"	13	"."	3.46526	4.53129	1.39031	"Promoter (4-5kb)"	5	146339024	146340520	1497	1	"5459"	"uc003loa.2"	-4041	"ENSG00000091010"	"POU4F3"	"POU class 4 homeobox 3"
"chr5"	150188841	150189632	792	"*"	"MACS2_peak_6818"	15	"."	3.44739	4.75356	1.57954	"Promoter (<=1kb)"	5	150189957	150211072	21116	1	"6534"	"uc003lrr.3"	-325	"ENSG00000011083"	"SLC6A7"	"solute carrier family 6 member 7"
"chr5"	151345472	151345792	321	"*"	"MACS2_peak_6820"	12	"."	3.42153	4.34016	1.24623	"Promoter (1-2kb)"	5	151316193	151347528	31336	2	"153201"	"uc063iuz.1"	1736	"ENSG00000186335"	"SLC36A2"	"solute carrier family 36 member 2"
"chr5"	154486199	154486688	490	"*"	"MACS2_peak_6832"	11	"."	3.32253	4.12788	1.11643	"Distal Intergenic"	5	154474972	154478264	3293	2	"9421"	"uc003lvn.3"	-7935	"ENSG00000113196"	"HAND1"	"heart and neural crest derivatives expressed 1"
"chr5"	159053069	159053268	200	"*"	"MACS2_peak_6837"	23	"."	4.1384	5.92618	2.30355	"Intron (uc063jep.1/1879, intron 2 of 11)"	5	158695920	159073794	377875	2	"1879"	"uc063jep.1"	20526	"ENSG00000164330"	"EBF1"	"early B-cell factor 1"
"chr5"	167575332	167575582	251	"*"	"MACS2_peak_6846"	45	"."	5.18015	8.53182	4.53947	"Promoter (1-2kb)"	5	167573974	167993014	419041	1	"57451"	"uc063jkg.1"	1358	"ENSG00000145934"	"TENM2"	"teneurin transmembrane protein 2"
"chr5"	174718261	174719703	1443	"*"	"MACS2_peak_6865"	23	"."	4.06814	5.85404	2.33667	"Promoter (4-5kb)"	5	174724533	174730893	6361	1	"4488"	"uc003mcy.4"	-4830	"ENSG00000120149"	"MSX2"	"msh homeobox 2"
"chr5"	181473190	181476250	3061	"*"	"MACS2_peak_6889"	34	"."	4.61306	7.17039	3.43314	"Distal Intergenic"	5	181367268	181368262	995	1	"729759"	"uc011dhm.3"	105922	"ENSG00000284733"	"OR4F29"	"olfactory receptor family 4 subfamily F member 29"
"chr5"	181473190	181476250	3061	"*"	"MACS2_peak_6889"	34	"."	4.61306	7.17039	3.43314	"Distal Intergenic"	5	181367268	181368262	995	1	"729759"	"uc011dhm.3"	105922	"ENSG00000284733"	"OR4F29"	"olfactory receptor family 4 subfamily F member 29"
"chr6"	389812	390554	743	"*"	"MACS2_peak_6893"	11	"."	2.98485	4.12217	1.15674	"Promoter (1-2kb)"	6	391739	411447	19709	1	"3662"	"uc003msz.5"	-1185	"ENSG00000137265"	"IRF4"	"interferon regulatory factor 4"
"chr6"	394064	394263	200	"*"	"MACS2_peak_6894"	12	"."	2.86793	4.11914	1.22839	"Promoter (<=1kb)"	6	393279	395915	2637	1	"3662"	"uc063ljh.1"	785	"ENSG00000137265"	"IRF4"	"interferon regulatory factor 4"
"chr6"	1376679	1376992	314	"*"	"MACS2_peak_6899"	30	"."	4.33091	6.8244	3.07126	"Distal Intergenic"	6	1389834	1395597	5764	1	"2295"	"uc003mtm.3"	-12842	"ENSG00000137273"	"FOXF2"	"forkhead box F2"
"chr6"	1926992	1927386	395	"*"	"MACS2_peak_6901"	43	"."	5.02471	8.21266	4.35899	"Promoter (3-4kb)"	6	1623807	1930999	307193	2	"2762"	"uc063ljy.1"	3613	"ENSG00000112699"	"GMDS"	"GDP-mannose 4,6-dehydratase"
"chr6"	5995101	5995866	766	"*"	"MACS2_peak_6916"	21	"."	3.28167	5.6418	2.13113	"Downstream (2-3kb)"	6	5998715	6002963	4249	2	"51299"	"uc063lpu.1"	7097	"ENSG00000124785"	"NRN1"	"neuritin 1"
"chr6"	5997698	5998487	790	"*"	"MACS2_peak_6917"	16	"."	3.04122	4.95088	1.69499	"Promoter (4-5kb)"	6	5998715	6002963	4249	2	"51299"	"uc063lpu.1"	4476	"ENSG00000124785"	"NRN1"	"neuritin 1"
"chr6"	6614693	6615626	934	"*"	"MACS2_peak_6920"	12	"."	3.2509	4.25267	1.29987	"Intron (uc063lqc.1/9450, intron 2 of 5)"	6	6360591	6622695	262105	2	"285780"	"uc003mwx.3"	7069	"ENSG00000216863"	"LY86-AS1"	"LY86 antisense RNA 1"
"chr6"	11042614	11043138	525	"*"	"MACS2_peak_6931"	13	"."	3.33074	4.42376	1.32596	"Promoter (<=1kb)"	6	11043524	11078076	34553	1	"100506409"	"uc063lvt.1"	-386	NA	"ELOVL2-AS1"	"ELOVL2 antisense RNA 1"
"chr6"	11606671	11607332	662	"*"	"MACS2_peak_6935"	20	"."	3.96582	5.5427	2.04746	"Distal Intergenic"	6	11538278	11583524	45247	1	"100113407"	"uc010jpa.5"	68393	"ENSG00000205269"	"TMEM170B"	"transmembrane protein 170B"
"chr6"	12717019	12717621	603	"*"	"MACS2_peak_6938"	12	"."	3.44155	4.37773	1.26081	"Promoter (<=1kb)"	6	12717661	13276123	558463	1	"221692"	"uc003nag.3"	-40	"ENSG00000112137"	"PHACTR1"	"phosphatase and actin regulator 1"
"chr6"	13011820	13012077	258	"*"	"MACS2_peak_6940"	18	"."	3.721	5.07993	1.82949	"Intron (uc010jpc.4/221692, intron 4 of 14)"	6	13264861	13274059	9199	2	"107080638"	"uc063lxo.1"	261982	"ENSG00000145979"	"TBC1D7-LOC100130357"	"TBC1D7-LOC100130357 readthrough"
"chr6"	16228102	16229267	1166	"*"	"MACS2_peak_6954"	11	"."	3.27193	4.11093	1.14239	"Distal Intergenic"	6	16238580	16295549	56970	1	"2766"	"uc003nbs.3"	-9313	"ENSG00000137198"	"GMPR"	"guanosine monophosphate reductase"
"chr6"	24911872	24912306	435	"*"	"MACS2_peak_6967"	12	"."	3.28868	4.27174	1.26255	"Promoter (<=1kb)"	6	24804285	24910967	106683	2	"9750"	"uc003neo.3"	-905	"ENSG00000111913"	"RIPOR2"	"RHO family interacting cell polarization regulator 2"
"chr6"	26687604	26689233	1630	"*"	"MACS2_peak_6972"	30	"."	4.44077	6.74192	3.08877	"Exon (uc021yod.2/uc021yod.2, exon 1 of 1)"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-27852	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26690057	26691971	1915	"*"	"MACS2_peak_6973"	20	"."	3.852	5.49942	2.06298	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-30305	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26696696	26698796	2101	"*"	"MACS2_peak_6974"	18	"."	3.8648	5.32524	1.89421	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-36944	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26717597	26725912	8316	"*"	"MACS2_peak_6977"	32	"."	4.41586	6.96075	3.26609	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-57845	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26717597	26725912	8316	"*"	"MACS2_peak_6977"	32	"."	4.41586	6.96075	3.26609	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-57845	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26733823	26734463	641	"*"	"MACS2_peak_6980"	12	"."	3.15812	4.23966	1.22148	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-74071	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26745118	26747129	2012	"*"	"MACS2_peak_6982"	24	"."	4.11676	6.01147	2.40522	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-85366	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26752096	26756088	3993	"*"	"MACS2_peak_6984"	38	"."	4.69016	7.48134	3.8173	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-92344	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26752096	26756088	3993	"*"	"MACS2_peak_6984"	38	"."	4.69016	7.48134	3.8173	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-92344	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26767135	26767853	719	"*"	"MACS2_peak_6986"	14	"."	3.17021	4.52805	1.40377	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-107383	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26775774	26784103	8330	"*"	"MACS2_peak_6989"	28	"."	4.20337	6.46631	2.84516	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-116022	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26803083	26804972	1890	"*"	"MACS2_peak_6991"	19	"."	3.88662	5.41141	1.9535	"Distal Intergenic"	6	26634393	26659752	25360	2	"79692"	"uc021ynz.2"	-143331	"ENSG00000181315"	"ZNF322"	"zinc finger protein 322"
"chr6"	26809693	26814064	4372	"*"	"MACS2_peak_6993"	19	"."	3.83853	5.3559	1.94571	"Distal Intergenic"	6	26956992	26974367	17376	1	"100133205"	"uc063mis.1"	-142928	"ENSG00000224843"	"LINC00240"	"long intergenic non-protein coding RNA 240"
"chr6"	27515828	27516681	854	"*"	"MACS2_peak_6998"	24	"."	4.18844	6.05297	2.41952	"Distal Intergenic"	6	27450743	27473118	22376	2	"7738"	"uc003nji.4"	-42710	"ENSG00000096654"	"ZNF184"	"zinc finger protein 184"
"chr6"	27557626	27558013	388	"*"	"MACS2_peak_6999"	18	"."	3.59771	5.23226	1.86995	"Distal Intergenic"	6	27450743	27473118	22376	2	"7738"	"uc003nji.4"	-84508	"ENSG00000096654"	"ZNF184"	"zinc finger protein 184"
"chr6"	28205151	28207389	2239	"*"	"MACS2_peak_7000"	14	"."	3.45673	4.60928	1.44376	"Distal Intergenic"	6	28224886	28227207	2322	1	"7746"	"uc063mkr.1"	-17497	"ENSG00000137185"	"ZSCAN9"	"zinc finger and SCAN domain containing 9"
"chr6"	28205151	28207389	2239	"*"	"MACS2_peak_7000"	14	"."	3.45673	4.60928	1.44376	"Distal Intergenic"	6	28224886	28227207	2322	1	"7746"	"uc063mkr.1"	-17497	"ENSG00000137185"	"ZSCAN9"	"zinc finger and SCAN domain containing 9"
"chr6"	35212250	35213272	1023	"*"	"MACS2_peak_7011"	11	"."	2.99024	3.98066	1.14914	"Promoter (1-2kb)"	6	35214419	35253079	38661	1	"222663"	"uc003okf.2"	-1147	"ENSG00000146197"	"SCUBE3"	"signal peptide, CUB domain and EGF like domain containing 3"
"chr6"	41317820	41318251	432	"*"	"MACS2_peak_7027"	12	"."	3.40394	4.29877	1.21518	"Distal Intergenic"	6	41335655	41350858	15204	1	"9436"	"uc003oqj.3"	-17404	"ENSG00000096264"	"NCR2"	"natural cytotoxicity triggering receptor 2"
"chr6"	41376141	41376790	650	"*"	"MACS2_peak_7028"	15	"."	3.08905	4.71794	1.53761	"Distal Intergenic"	6	41335851	41350864	15014	1	"9436"	"uc003oqi.3"	40290	"ENSG00000096264"	"NCR2"	"natural cytotoxicity triggering receptor 2"
"chr6"	41505634	41506486	853	"*"	"MACS2_peak_7031"	16	"."	3.3904	4.86325	1.68593	"Promoter (3-4kb)"	6	41502444	41519852	17409	1	"103106903"	"uc003oqk.4"	3190	"ENSG00000226917"	"LINC01276"	"long intergenic non-protein coding RNA 1276"
"chr6"	43244532	43245287	756	"*"	"MACS2_peak_7033"	11	"."	2.95196	3.96666	1.12004	"Promoter (<=1kb)"	6	43243680	43288259	44580	1	"84630"	"uc003ouq.2"	852	"ENSG00000146216"	"TTBK1"	"tau tubulin kinase 1"
"chr6"	46016803	46017145	343	"*"	"MACS2_peak_7040"	21	"."	3.91851	5.54167	2.1548	"Promoter (<=1kb)"	6	45911624	46015889	104266	2	"53405"	"uc003oxx.5"	-914	"ENSG00000112782"	"CLIC5"	"chloride intracellular channel 5"
"chr6"	46488178	46489851	1674	"*"	"MACS2_peak_7042"	17	"."	3.7889	5.12718	1.72611	"Promoter (1-2kb)"	6	46220738	46491362	270625	2	"10231"	"uc003oyc.3"	1511	"ENSG00000172348"	"RCAN2"	"regulator of calcineurin 2"
"chr6"	50705598	50706884	1287	"*"	"MACS2_peak_7049"	24	"."	4.12204	6.0638	2.44075	"Distal Intergenic"	6	50713828	50772988	59161	1	"83741"	"uc003paf.4"	-6944	"ENSG00000008197"	"TFAP2D"	"transcription factor AP-2 delta"
"chr6"	50710483	50713996	3514	"*"	"MACS2_peak_7050"	17	"."	3.66131	4.95427	1.71549	"Promoter (<=1kb)"	6	50713828	50772988	59161	1	"83741"	"uc003paf.4"	0	"ENSG00000008197"	"TFAP2D"	"transcription factor AP-2 delta"
"chr6"	50710483	50713996	3514	"*"	"MACS2_peak_7050"	17	"."	3.66131	4.95427	1.71549	"Promoter (<=1kb)"	6	50713828	50772988	59161	1	"83741"	"uc003paf.4"	0	"ENSG00000008197"	"TFAP2D"	"transcription factor AP-2 delta"
"chr6"	50715922	50718790	2869	"*"	"MACS2_peak_7051"	16	"."	3.71545	4.97389	1.64117	"Promoter (<=1kb)"	6	50718042	50751274	33233	1	"83741"	"uc063ozr.1"	0	"ENSG00000008197"	"TFAP2D"	"transcription factor AP-2 delta"
"chr6"	50715922	50718790	2869	"*"	"MACS2_peak_7051"	16	"."	3.71545	4.97389	1.64117	"Promoter (<=1kb)"	6	50718042	50751274	33233	1	"83741"	"uc063ozr.1"	0	"ENSG00000008197"	"TFAP2D"	"transcription factor AP-2 delta"
"chr6"	50721820	50724060	2241	"*"	"MACS2_peak_7052"	19	"."	3.88477	5.35484	1.9066	"Promoter (3-4kb)"	6	50718042	50751274	33233	1	"83741"	"uc063ozr.1"	3778	"ENSG00000008197"	"TFAP2D"	"transcription factor AP-2 delta"
"chr6"	55175627	55175894	268	"*"	"MACS2_peak_7062"	14	"."	3.58221	4.68364	1.4553	"Promoter (1-2kb)"	6	55174252	55282620	108369	1	"3062"	"uc032wym.2"	1375	"ENSG00000137252"	"HCRTR2"	"hypocretin receptor 2"
"chr6"	57792465	57793793	1329	"*"	"MACS2_peak_7071"	16	"."	3.66181	4.89552	1.60438	"Distal Intergenic"	6	57946083	57950399	4317	2	"106660612"	"uc063phk.1"	156606	"ENSG00000215190"	"LINC00680"	"long intergenic non-protein coding RNA 680"
"chr6"	57795971	57799817	3847	"*"	"MACS2_peak_7072"	16	"."	3.59751	4.93382	1.63921	"Distal Intergenic"	6	57946083	57950399	4317	2	"106660612"	"uc063phk.1"	150582	"ENSG00000215190"	"LINC00680"	"long intergenic non-protein coding RNA 680"
"chr6"	57795971	57799817	3847	"*"	"MACS2_peak_7072"	16	"."	3.59751	4.93382	1.63921	"Distal Intergenic"	6	57946083	57950399	4317	2	"106660612"	"uc063phk.1"	150582	"ENSG00000215190"	"LINC00680"	"long intergenic non-protein coding RNA 680"
"chr6"	57800810	57801446	637	"*"	"MACS2_peak_7073"	13	"."	3.49074	4.481	1.32048	"Distal Intergenic"	6	57946083	57950399	4317	2	"106660612"	"uc063phk.1"	148953	"ENSG00000215190"	"LINC00680"	"long intergenic non-protein coding RNA 680"
"chr6"	57809245	57810241	997	"*"	"MACS2_peak_7074"	17	"."	3.81156	5.20106	1.78356	"Distal Intergenic"	6	57946083	57950399	4317	2	"106660612"	"uc063phk.1"	140158	"ENSG00000215190"	"LINC00680"	"long intergenic non-protein coding RNA 680"
"chr6"	57820327	57823778	3452	"*"	"MACS2_peak_7076"	25	"."	4.01663	6.10826	2.58925	"Distal Intergenic"	6	57946083	57950399	4317	2	"106660612"	"uc063phk.1"	126621	"ENSG00000215190"	"LINC00680"	"long intergenic non-protein coding RNA 680"
"chr6"	68633808	68634463	656	"*"	"MACS2_peak_7137"	15	"."	3.66384	4.85444	1.55221	"Promoter (<=1kb)"	6	68632663	68634324	1662	2	"101928307"	"uc063pjq.1"	0	"ENSG00000230910"	"LOC101928307"	"uncharacterized LOC101928307"
"chr6"	69868126	69869168	1043	"*"	"MACS2_peak_7141"	28	"."	4.2305	6.52886	2.82772	"Promoter (<=1kb)"	6	69867549	69891220	23672	1	"1310"	"uc063pjz.1"	577	"ENSG00000082293"	"COL19A1"	"collagen type XIX alpha 1 chain"
"chr6"	70305950	70307331	1382	"*"	"MACS2_peak_7144"	17	"."	3.77138	5.10423	1.73599	"Promoter (2-3kb)"	6	70215061	70303083	88023	2	"1297"	"uc003pfg.5"	-2867	"ENSG00000112280"	"COL9A1"	"collagen type IX alpha 1 chain"
"chr6"	70309796	70311170	1375	"*"	"MACS2_peak_7145"	23	"."	4.10463	5.89535	2.36339	"Distal Intergenic"	6	70215061	70303083	88023	2	"1297"	"uc003pfg.5"	-6713	"ENSG00000112280"	"COL9A1"	"collagen type IX alpha 1 chain"
"chr6"	70366137	70367339	1203	"*"	"MACS2_peak_7148"	17	"."	3.79804	5.15429	1.75708	"Distal Intergenic"	6	70394887	70399417	4531	1	"101928353"	"uc063pkl.1"	-27548	NA	"EVADR"	"uncharacterized LOC101928353"
"chr6"	84771717	84772747	1031	"*"	"MACS2_peak_7166"	12	"."	3.17948	4.25487	1.26459	"Distal Intergenic"	6	84732602	84764519	31918	2	"9096"	"uc003pkl.4"	-7198	"ENSG00000112837"	"TBX18"	"T-box 18"
"chr6"	89299350	89299886	537	"*"	"MACS2_peak_7174"	11	"."	3.07841	3.92757	1.13	"Exon (uc003pnb.4/2570, exon 2 of 9)"	6	89257520	89315299	57780	2	"2570"	"uc003pnb.4"	15413	"ENSG00000111886"	"GABRR2"	"gamma-aminobutyric acid type A receptor rho2 subunit"
"chr6"	98825859	98826634	776	"*"	"MACS2_peak_7188"	20	"."	3.84357	5.51141	2.05982	"Distal Intergenic"	6	98834592	98839490	4899	1	"5454"	"uc003ppe.4"	-7958	"ENSG00000184486"	"POU3F2"	"POU class 3 homeobox 2"
"chr6"	98841609	98841834	226	"*"	"MACS2_peak_7189"	28	"."	4.43331	6.60993	2.81745	"Distal Intergenic"	6	98834592	98839490	4899	1	"5454"	"uc003ppe.4"	7017	"ENSG00000184486"	"POU3F2"	"POU class 3 homeobox 2"
"chr6"	99590246	99590816	571	"*"	"MACS2_peak_7193"	19	"."	3.57256	5.3358	1.90757	"Distal Intergenic"	6	99606730	99614759	8030	1	"59336"	"uc003pqg.2"	-15914	"ENSG00000112238"	"PRDM13"	"PR/SET domain 13"
"chr6"	99592267	99592568	302	"*"	"MACS2_peak_7194"	12	"."	3.19965	4.29038	1.29339	"Distal Intergenic"	6	99606730	99614759	8030	1	"59336"	"uc003pqg.2"	-14162	"ENSG00000112238"	"PRDM13"	"PR/SET domain 13"
"chr6"	99596324	99597575	1252	"*"	"MACS2_peak_7195"	16	"."	3.73056	5.00204	1.6508	"Distal Intergenic"	6	99606730	99614759	8030	1	"59336"	"uc003pqg.2"	-9155	"ENSG00000112238"	"PRDM13"	"PR/SET domain 13"
"chr6"	99605272	99605724	453	"*"	"MACS2_peak_7197"	11	"."	2.71206	3.93223	1.10603	"Promoter (1-2kb)"	6	99606730	99614759	8030	1	"59336"	"uc003pqg.2"	-1006	"ENSG00000112238"	"PRDM13"	"PR/SET domain 13"
"chr6"	99608291	99609325	1035	"*"	"MACS2_peak_7198"	16	"."	3.18966	4.90182	1.68073	"Promoter (1-2kb)"	6	99606774	99615578	8805	1	"59336"	"uc063qgo.1"	1517	"ENSG00000112238"	"PRDM13"	"PR/SET domain 13"
"chr6"	99618111	99618476	366	"*"	"MACS2_peak_7199"	17	"."	3.54134	4.97828	1.7212	"Distal Intergenic"	6	99606774	99615578	8805	1	"59336"	"uc063qgo.1"	11337	"ENSG00000112238"	"PRDM13"	"PR/SET domain 13"
"chr6"	99619419	99619639	221	"*"	"MACS2_peak_7200"	21	"."	3.66752	5.71165	2.19925	"Distal Intergenic"	6	99606774	99615578	8805	1	"59336"	"uc063qgo.1"	12645	"ENSG00000112238"	"PRDM13"	"PR/SET domain 13"
"chr6"	99994581	99994905	325	"*"	"MACS2_peak_7203"	19	"."	3.9023	5.38824	1.91846	"Promoter (<=1kb)"	6	99920752	99994247	73496	2	"84539"	"uc003pqi.2"	-334	"ENSG00000152034"	"MCHR2"	"melanin concentrating hormone receptor 2"
"chr6"	100444549	100445173	625	"*"	"MACS2_peak_7205"	15	"."	3.50611	4.68275	1.531	"Intron (uc063qgu.1/6492, intron 9 of 11)"	6	100388872	100463677	74806	2	"6492"	"uc063qgv.1"	18504	"ENSG00000112246"	"SIM1"	"single-minded family bHLH transcription factor 1"
"chr6"	100446379	100446706	328	"*"	"MACS2_peak_7206"	16	"."	3.51372	4.90969	1.64949	"Intron (uc063qgu.1/6492, intron 9 of 11)"	6	100388872	100463677	74806	2	"6492"	"uc063qgv.1"	16971	"ENSG00000112246"	"SIM1"	"single-minded family bHLH transcription factor 1"
"chr6"	100453454	100457291	3838	"*"	"MACS2_peak_7207"	21	"."	3.45207	5.51727	2.14672	"Exon (uc063qgu.1/6492, exon 3 of 12)"	6	100388872	100463677	74806	2	"6492"	"uc063qgv.1"	6386	"ENSG00000112246"	"SIM1"	"single-minded family bHLH transcription factor 1"
"chr6"	100453454	100457291	3838	"*"	"MACS2_peak_7207"	21	"."	3.45207	5.51727	2.14672	"Exon (uc063qgu.1/6492, exon 3 of 12)"	6	100388872	100463677	74806	2	"6492"	"uc063qgv.1"	6386	"ENSG00000112246"	"SIM1"	"single-minded family bHLH transcription factor 1"
"chr6"	100459265	100459465	201	"*"	"MACS2_peak_7208"	17	"."	3.3873	4.99093	1.75669	"Promoter (4-5kb)"	6	100388872	100463677	74806	2	"6492"	"uc063qgv.1"	4212	"ENSG00000112246"	"SIM1"	"single-minded family bHLH transcription factor 1"
"chr6"	100465957	100468319	2363	"*"	"MACS2_peak_7210"	16	"."	3.40154	4.90756	1.68674	"Promoter (1-2kb)"	6	100385015	100464929	79915	2	"6492"	"uc063qgu.1"	-1028	"ENSG00000112246"	"SIM1"	"single-minded family bHLH transcription factor 1"
"chr6"	100465957	100468319	2363	"*"	"MACS2_peak_7210"	16	"."	3.40154	4.90756	1.68674	"Promoter (1-2kb)"	6	100385015	100464929	79915	2	"6492"	"uc063qgu.1"	-1028	"ENSG00000112246"	"SIM1"	"single-minded family bHLH transcription factor 1"
"chr6"	104939382	104939626	245	"*"	"MACS2_peak_7216"	30	"."	4.49801	6.80511	3.04123	"Promoter (<=1kb)"	6	104936294	104940527	4234	2	"100113403"	"uc031spf.1"	901	"ENSG00000203809"	"LIN28B-AS1"	"LIN28B antisense RNA 1"
"chr6"	104953841	104954691	851	"*"	"MACS2_peak_7217"	17	"."	3.64641	5.13728	1.75596	"Promoter (2-3kb)"	6	104957048	105083332	126285	1	"389421"	"uc003pqv.2"	-2357	"ENSG00000187772"	"LIN28B"	"lin-28 homolog B"
"chr6"	104956665	104956899	235	"*"	"MACS2_peak_7218"	16	"."	3.72573	4.99247	1.64523	"Promoter (<=1kb)"	6	104957048	105083332	126285	1	"389421"	"uc003pqv.2"	-149	"ENSG00000187772"	"LIN28B"	"lin-28 homolog B"
"chr6"	104957780	104958238	459	"*"	"MACS2_peak_7219"	15	"."	3.60959	4.75676	1.50518	"Promoter (<=1kb)"	6	104957048	105083332	126285	1	"389421"	"uc003pqv.2"	732	"ENSG00000187772"	"LIN28B"	"lin-28 homolog B"
"chr6"	107491912	107492460	549	"*"	"MACS2_peak_7225"	15	"."	3.19238	4.68556	1.53365	"Promoter (1-2kb)"	6	107490604	107515073	24470	1	"55084"	"uc063qkd.1"	1308	"ENSG00000112320"	"SOBP"	"sine oculis binding protein homolog"
"chr6"	108155746	108157436	1691	"*"	"MACS2_peak_7232"	15	"."	2.98802	4.67547	1.52771	"Exon (uc063qlj.1/uc063qlj.1, exon 2 of 2)"	6	108044831	108165840	121010	2	"28962"	"uc063qlf.1"	8404	"ENSG00000081087"	"OSTM1"	"osteopetrosis associated transmembrane protein 1"
"chr6"	108158350	108158677	328	"*"	"MACS2_peak_7233"	19	"."	3.425	5.30328	1.92634	"Exon (uc003psf.2/uc003psf.2, exon 2 of 2)"	6	108044831	108165840	121010	2	"28962"	"uc063qlf.1"	7163	"ENSG00000081087"	"OSTM1"	"osteopetrosis associated transmembrane protein 1"
"chr6"	108161012	108161292	281	"*"	"MACS2_peak_7234"	26	"."	3.82618	6.27173	2.67257	"Promoter (4-5kb)"	6	108044831	108165840	121010	2	"28962"	"uc063qlf.1"	4548	"ENSG00000081087"	"OSTM1"	"osteopetrosis associated transmembrane protein 1"
"chr6"	110358585	110359075	491	"*"	"MACS2_peak_7239"	19	"."	3.78341	5.3766	1.93001	"Promoter (<=1kb)"	6	110245928	110358272	112345	2	"728464"	"uc010kdu.2"	-313	"ENSG00000053328"	"METTL24"	"methyltransferase like 24"
